querySetID;query;encodings;max_card;min_max_step
0;SELECT COUNT(*) FROM movie_companies mc,movie_info_idx mi_idx,title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id=2 AND mi_idx.info_type_id<72 AND t.production_year<=1953;[];134163798;[[1, 2, 1], [1, 113, 1], [1874, 2115, 1]]
0;SELECT COUNT(*) FROM movie_companies mc,movie_info_idx mi_idx,title t WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_type_id>=1 AND mi_idx.info_type_id>=109 AND t.production_year<=1956;[];134163798;[[1, 2, 1], [1, 113, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND mk.keyword_id=215225 AND t.production_year<1927;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND mk.keyword_id>34815 AND t.production_year<=1983;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=1 AND mk.keyword_id>113067 AND t.production_year!=1963;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id>=183283 AND t.production_year>1943;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id<161074 AND t.production_year<1887;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND mk.keyword_id<=163597 AND t.production_year!=2041;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=1 AND mk.keyword_id>=72010 AND t.production_year>=2102;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id=1 AND mk.keyword_id=114325 AND t.production_year>1957;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id>1 AND mk.keyword_id>149936 AND t.production_year!=2082;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=1 AND mk.keyword_id!=138073 AND t.production_year<=2027;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=1 AND mk.keyword_id=132121 AND t.production_year>2112;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id>1 AND mk.keyword_id>=155655 AND t.production_year>=1896;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=1 AND mk.keyword_id>224379 AND t.production_year>=1927;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND mk.keyword_id!=109454 AND t.production_year<1990;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
1;SELECT COUNT(*) FROM movie_companies mc,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND mk.keyword_id>143492 AND t.production_year>1929;[];63056995;[[1, 2, 1], [1, 236627, 1], [1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2029;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<2047;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>=2094;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>=2109;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year!=2002;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year!=1990;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year!=1966;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year!=1875;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<=1936;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<=1997;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<2091;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year>2027;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<1918;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year=2035;[];449824188;[[1874, 2115, 1]]
2;SELECT COUNT(*) FROM movie_info mi,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi.movie_id AND t.production_year<1912;[];449824188;[[1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<101 AND t.production_year<=2007;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=19 AND t.production_year<=2077;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<=19 AND t.production_year<=2007;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<=61 AND t.production_year<=2095;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id!=66 AND t.production_year=1990;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id>=60 AND t.production_year<=1901;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<24 AND t.production_year>=1913;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<106 AND t.production_year>1980;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id<63 AND t.production_year<1961;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=64 AND t.production_year<=2072;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id>21 AND t.production_year>2095;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id>57 AND t.production_year<=2069;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=37 AND t.production_year>1985;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id>33 AND t.production_year>1892;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
3;SELECT COUNT(*) FROM movie_info_idx mi_idx,movie_keyword mk,title t WHERE t.id=mk.movie_id AND t.id=mi_idx.movie_id AND mi_idx.info_type_id=5 AND t.production_year<=2012;[];449824188;[[1, 113, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=1 AND t.production_year=2012;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=2 AND t.production_year>=2058;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=1 AND t.production_year>=2066;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=2 AND t.production_year>=2107;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id!=1 AND t.production_year>1914;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=2 AND t.production_year>=1877;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=2 AND t.production_year<2027;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>1 AND t.production_year>=1925;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id!=2 AND t.production_year>=2103;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id!=2 AND t.production_year<=1953;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id<2 AND t.production_year<1945;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=2 AND t.production_year<2065;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id!=1 AND t.production_year<=1909;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id>=1 AND t.production_year<=1939;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
4;SELECT COUNT(*) FROM movie_companies mc,movie_info mi,title t WHERE t.id=mi.movie_id AND t.id=mc.movie_id AND mc.company_type_id<=2 AND t.production_year<2021;[];134163798;[[1, 2, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<=191683 AND t.kind_id>3 AND t.production_year>1882;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id!=186250 AND t.kind_id<7 AND t.production_year>=2061;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>40092 AND t.kind_id!=7 AND t.production_year>2094;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>=229990 AND t.kind_id<7 AND t.production_year!=1925;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<=69223 AND t.kind_id<6 AND t.production_year=2019;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>18474 AND t.kind_id!=2 AND t.production_year<=2044;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=222885 AND t.kind_id<5 AND t.production_year<1927;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<42713 AND t.kind_id<=2 AND t.production_year>=2091;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id=109534 AND t.kind_id<=3 AND t.production_year>1877;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>135589 AND t.kind_id!=8 AND t.production_year>=2015;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<169886 AND t.kind_id=4 AND t.production_year<2109;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>9570 AND t.kind_id<4 AND t.production_year<2099;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id>=19535 AND t.kind_id=8 AND t.production_year=2101;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id!=88674 AND t.kind_id>3 AND t.production_year>1993;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
5;SELECT COUNT(*) FROM cast_info ci,movie_keyword mk,title t WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND mk.keyword_id<206397 AND t.kind_id=3 AND t.production_year<2029;[];358045425;[[1, 236627, 1], [1, 8, 1], [1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<1948;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year>2018;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year!=1979;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<=1974;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<=2086;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year=2044;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<2029;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year=2062;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year=2058;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year!=2046;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<2070;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<1897;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<2042;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year<=2112;[];62143897;[[1874, 2115, 1]]
6;SELECT COUNT(*) FROM cast_info ci,title t WHERE t.id=ci.movie_id AND t.production_year=1957;[];62143897;[[1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year>2087 AND ci.role_id<=5;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year=1909 AND ci.role_id>=10;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year>2077 AND ci.role_id<3;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year!=2112 AND ci.role_id=7;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year=2050 AND ci.role_id<=5;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year!=2005 AND ci.role_id!=2;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year<1962 AND ci.role_id>4;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year>=2058 AND ci.role_id!=10;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year=2108 AND ci.role_id=1;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year>=2089 AND ci.role_id<11;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year>1990 AND ci.role_id<=7;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
7;SELECT COUNT(*) FROM cast_info ci,movie_companies mc,title t WHERE t.id=ci.movie_id AND t.id=mc.movie_id AND t.production_year!=2029 AND ci.role_id<7;[];144075048;[[1, 11, 1], [1874, 2115, 1]]
